"id";"review";"polarity";"aspect";"start_position";"end_position"
142;"Na média, bom custo-benefício, principalmente levando em conta o baixo preço. Quarto amplo e limpo (um pouco barulhento, contudo). O saguão (onde fica o cassino) tem aparência antiquada, em comparação ao demais hoteis da Strip, porém é mais movimentado do que a maioria dos outros hoteis (viagem feita em dezembro/2012). A oferta de bares e restaurantes é razoável, mas deixa um pouco a desejar na comparação com os demais hoteis.";1;"custo-benefício";14;29
143;"Bem localizado, pessoal simpático e sempre disponível, quarto arejado, grande e bem equipado, prqueno almoço bom e variado. Só duas pequenas notas menos boas: o quarto inicial era de fumador e tinha um cheiro a tabaco forte (mas que logo foi trocado por um quarto melhor e de não fumador) e ausência de uma suporte de toalhas junto ao lavatório.";1;"quarto";55;61
144;"O hotel é excelente eu eu meu marido ficamos 17 noites .Os quartos são novos e a limpeza é impecável.Cama confortável,wi fi,banheiro excelente.Os recepcionistas são atenciosos e o hotel dispõe de muitos recursos.O café da manhã é muito bom, bagel,bolinhos,torradas e waffles.Sem contar a localização que é duas quadras da Times Square.Recomendadíssimo.";1;"limpeza";81;88
145;"Pense em um hotel no qual você vai passar os melhores momentos da sua vida! Um hotel onde embora haja mais de 3000pessoas hospedadas, você sempre se sentirá VIP! Este é o Bellagio onde o custo x benefício é excepcional. Estive com meu marido em fevereiro deste ano e pretendo voltar. O Bellagio é lindíssimo, tem o espetáculo L´Eau - Cirque Du Soleil que é esplendoroso, além das fontes dançantes, que são um espetáculo à parte.  Recomendo que vocês fiquem neste hotel que é simplesmente um SONHO!";1;"hotel";12;17
146;"O hotel fica bem localizado, muito próximo à torre Eifell, com diversos serviços no entorno, com restaurantes, farmácias, lavanderias. Os funcionários são atenciosos. O quarto é muito pequeno, mas é limpo. O café da manhã é fraco e caro, é possível comer melhor pelo mesmo preço, nos pequenos restaurantes nas proximidades do hotel. O valor da diária é um pouco alto, já que não inclui o café da manhã e o quarto é pequeno. Na verdade paga-se pela localização.";-1;"café da manhã";208;221
147;"A localização deste hotel não poderia ser melhor, na Rue Cambon, próxima à Rue de Rivoli e a duas quadras da Place de La Concorde. Entre as estações Concorde e Madeleine do metro. Próximo a lojas, cafés e algumas opções de restaurantes.    O quarto é grande, muito confortável, limpo. O serviço é de boa qualidade, funcionários atenciosos e muito educados. O café da manhã também é muito bom.";1;"funcionários";315;327
148;"Somos brasileiros. Vamos a Europa de 02 em 02 anos. Sempre com alguns dias em Paris. Em termos de Paris e por este preço, não pode haver melhor localização e acomodações. O tamanho dos quartos é pequeno, mas isso é normal em Paris. A localização não podia ser melhor. O atendimento é bom e a limpeza também. O café da manhã também é bom.Já estivemos 08 vezes em Paris sendo 02 neste hotel e a próxima vez será também neste hotel, se encontrar quarto vago.";1;"café da manhã";310;323
149;"O hotel é extremamente sujo e o local em que se situa é ponto de usuários de drogas. Definitivamente, não recomendo. Até que as instalações não são tão ruins, mas a limpeza é bem superficial, deixando o local com um aspecto e cheiro bastante ruins.";-1;"limpeza";165;172
150;"amei!!! fui muito feliz na escolha do hotel. Tem excelente localização (perto de todo o centro comercial e de atrações para crianças e adultos se divertirem); os hóspedes são bem selecionados (educados e silenciosos); e seus funcionários são educados e prestativos. Fiquei em um andar alto, ouvi um pouco de barulho, mas não existe silêncio total em NYC, certo? Vale o preço.";1;"preço";369;374
151;"A localização do hotel para saídas à noite não é legal. A avenida é complicada, caso a pé. Fica perto do aeroporto, metrô, e avenida com várias opções de ônibus. Muito simples, esse hotel era nas décadas passadas, parada para meu pai q na época viajante, ficava hospedado no mesmo. O café era saboroso, simples, porém agradável. Fica tudo no ERA!! O movimento é constante, barulho na frente do hotel e as acomodações são bem simplórias.Não vá com outro objetivo, senão passar uma noite!";0;"aeroporto";105;114
152;"Recomendo. Hotel muito limpo, bem localizado (1 quadra do metrô), com várias opções de alimentação nas proximidades. Pessoal atencioso e amigável. Camareiras rápidas e eficientes. Preço justo para NYC. A falta de café da manhã na diária é compensada pela cozinha completa no quarto e um pequeno mercado a 20 metros do hotel.";1;"cozinha";255;262
153;"Fiquei encantada com a excelente localização, a poucos passos do Cartier Latin e Notre Dame, café da manhã delicioso, em um espaço bucólico, com diversas opções de pães e atendimento muito personalizado (em poucos dias nossas preferências eram conhecidas) associados a limpeza e atendimento impecáveis.  Recomendo fortemente !!! Tendo ido a Paris pela terceira vez, em hotéis diferentes, posso afirmar que voltando esta será minha primeira opção.    Rossana Araújo  Rio de Janeiro  Brasil";1;"atendimento";171;182
154;"Bom Hotel: limpo e confortável.   Boa licalização: bem próximo ao metrô linha 7, que leva direto a alguns pontos turísticos. Próximo ao Quartier Latin, Pantéon, Jardin des Plantes e Mesquita de Paris. Fica em um agradável Boulevard.  Quartos limpos, mas um pouco antigos e com carpete, amplos mas sem maiores luxos.  Staff gentil.";0;"carpete";277;284
155;"Hotel situado na zona estudantil de Paris, servico razoavel,acomodacoes modicas,precos de acordo com as limitacoes familiares do hotel,embora simples um hotel simpatico,um bar sem grandes pretensoes mas agradavel,o local e bom perto do boulevard saint germain,para quem quiser economizar com estadia vale a pena !  Room Tip: os apartamentos de fundo sao melhores,mais calmos";1;"apartamento";328;339
156;"Toda a parte de serviço muito bom.   Quartos impecaveis, mesmo tendo muitos fumantes no hotel, nao se sentia cheiro de fumaça nos quartos.  Quartos muito confortaveis,.  Bastante entretenimento no hotel cassino.  Atendeu minhas expectativas.  Room Tip: as suites das extremidades sao mais expaçosas e mais bem iluminadas.";1;"quarto";37;43
157;"O Hotel esta muito bem localizado os apartamentos da cobertura acomodam famílias grandes, a equipe é muito simpática e prestativa, achei apenas que a limpeza nos quartos não é muio boa, porém acredito ser geral nos EUA principalmente por eles usarem carpetes a limpeza deveria ser mais bem feita.   Mas de resto foi ótimo, localização, segurança e conforto.";1;"quarto";162;168
158;"Ficamos por 2 semanas no Hotel. Bom atendimento, café da manhã razoável, no entanto sem muitas variedades. Em 1 semana você já fica enjoado da repetitividade.Elevador precisando de manutenção. Quando parávamos no andar desejado, ele parava de vez, meio bruto.No mais, bom hotel.";1;"café da manhã";49;62
159;"Excelente localização, muito próximo de estação do metrô, com restaurantes, padarias, lanchonetes e outros serviços nas redondezas. Boas instalações com excelente manutenção e limpeza. Destaque para preocupação com pequenos detalhes, como disponibilidade de toalhas de rosto e fraldas descartáveis no banheiro comum do hall.  Room Tip: Reservar com antecedência";1;"localização";10;21
160;"Os quartos sao organizados, o cafe da manha e bom tem varias opçoes de bolos tem salada de frutas.A recepçao e otima. A internet e paga um valor alto.Os recepcionistas sao solicitos. Ja quanto ao serviço de room service sao limitados a um determinado horario.A localizaçao e otima no centro da cidade tem tudo proximo.Lavanderia deles nao funciona direito se a empresa que paga para eles esquece eles vao fazer de tudo para nao lavar a sua roupa. O famoso jeitinho brasileiro.";1;"quarto";3;9
161;"O Grand Hotel Dorê fica localizado no bairro Daumesnil, que é tipicamente residencial. Trata-se de um hotel pequeno, com um staff muito atencioso, quartos limpos e confortáveis. Café da manhã com uma boa variedade. Embora não fique colado com as atrações turísticas, o hotel localiza-se ao lado de uma estação do metrô. Dentro de 3 ou 4 estações você consegue alcançar os principais destinos da cidade.";1;"café da manhã";178;191
162;"O Hotel é muito bem localizado,perto do Central Park,Times Square,5ª avenida,reustaurantes e perto de várias estações de metrô.Quartos limpos com bom tamanho,roupa de cama ótima,cama confortável.O banho é muito bom  Café da manhã fraco se comparado aos do Brasil e sempre igual  Internet free nos quartos.  Preço caro como todos hotéis em NY.  Superou expectativas.";1;"cama";167;171
163;"Quase todas as expectativas sobre o Hotel foram atendidas, exceto a falta de armários e local para malas dentro do apartamento, que nos fizeram muita falta, e a ausência de vedação na porta do box de banho, ocasionando vazamento de água por todo o piso do banheiro ao ser utilizado o chuveiro.  Parabéns a toda equipe!!";1;"hotel";36;41
164;"Hotel simples e, como tudo em Paris, com selo histórico. Você pode ate não ser muito bom de redação, mas se sentirá mais próximo da literatura hospedando-se onde Gabriel Garcia Marques escreveu uma de suas grandes obras. Quartos e banheiros tamanho PP, mas limpeza e atenciosidade dos funcionários tamanho G!";1;"limpeza";257;264
165;"O hotel atende o padrão Ibis:Quarto limpo,uma boa cama,wi-fi grátis no quarto, sem frigobar(o que não é um grande empecilho pois no hall do hotel existe uma máquina com algumas opções de bebidas).De fato, o banheiro é pequeno.Mas isso também não foi nenhum problema.  É praticamente em frente a estação Cambronne,numa ótima localização perto de restaurantes, padarias, mercados e dá para ir a pé até a Torre Eiffel.  Recomendo!";1;"padrão";17;23
166;"O hotel é agradável e permite uma estadia com boa relação preço/conforto. Enfrentei um problema que para mim foi sério. O provedor de internet (Orange) demorou quase 24 hs para solucionar a falta de acesso a internet. No meu caso foi difícil pois tive que deslocar até um ponto onde pude trabalhar.    24 hs para solucionar um problema deste é muito";1;"conforto";64;72
167;"Se vc está procurando um local para dormir com um custo baixo, este hotel é uma boa opção. Qdo cotei haviam outros mais baratos, escolhi este por causa do Casino e acabei me dando mal pq não adianta ter Casino no próprio hotel já que os mais famosos são irresistíveis.  O hotel é MUITO antigo mas é bem organizado e limpo. Se vc quer um local com mais luxo é melhor pensar em gastar mais e procurar outro. A localização dele é ótima!";1;"localização";408;419
168;"Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.";0;"elevador";392;400
169;"Gostei muito do hotel Arioso. Muito bom atendimento, tanto ao solicitar as reservas, quanto a recepcao. Hotel bem localizado, silencioso, apartamentos muito limpos e pessoal simpatico e atencioso. Muto satisfeito com a educacao, simpatia e disponibilidade do pessoal em todas as etapas de nossa estadia. Parabens.";1;"apartamento";138;149
170;"A localização do hotel é imbatível, basta atravessar a rua para estar no portão de entrada da Disney. O hotel é muito familiar, o quarto muito confortável, limpo e espaçoso. Café da manhã fornecido no restaurante ao lado do hotel, não conta com boa reposição. Se você chega próximo do horário de acabar o café, quase não encontra nada.";1;"rua";55;58
171;"O cassino em si é muito bom e o fato de ser próximo ao Luxor, MGM e New York garante uma boa diversão!!! O que deixa a desejar foi a limpeza do quarto que por ser de carpete o cheiro não era muito agradável assim como o quarto era um quarto velho.  Mas Las Vegas o que vc vai menos fazer é ficar nos quartos!!!";1;"cassino";2;9
172;"O hotel fica na place de la sorbonne, com cafés e mercadinho ao redor, á noite é bem movimentado. Os quartos são bem pequenos e não tem frigobar, o elevador mau cabe 2 pessoas. O café da manhã é muito fraco, pelo valor da diária poderia ser bem melhor. Não sei se me hospedaria neste hotel novamente, pois estava com criança, e foi muito difícil ficar sem geladeira no quarto.";-1;"frigobar";136;144
173;"Passei a semana de 27/09/11 a 04/10/11 em Paris hospedado no Le Colbert. O Staff foi realmente muito atencioso e solicito. O hotel é aconchegante e tem uma localização privilegiada muito próximo a Notre Dame (menos de 5 min a pé) e ao Quartier Latin.   Café da manhã continental incluso em ambiente agradável com atendimento impecável.  Recomendo.  Marcio Amorim";1;"atendimento";313;324
174;"Na verdade fiz uma reserva para esse hotel para dormir apenas uma noite quando voltava de Gramado. Eu e minha irmã quando lá chegamos ficamos assustadas quando entramos no hotel. Ao vivo o hotel não é nada do que mostra as fotos do site Booking. Sujo, velho, mal tratado. Camas velhas, colchoes velhos. Um sofá na recepção tao sujo não vi igual na vida. Mesmo com uma diária barata poderia ser pelo menos limpo. Quando entramos no hotel decidimos nos mudar para outro. Não ficamos hospedados. Apesar da simpatia dos recepcionistas não tivemos como ficar. E não aconselho a ninguém se hospedar nesse hotel. Fiquei com medo de ficar la.";-1;"hotel";37;42
175;"Hotel bem localizado ao lado do metrô, varios restaurantes ao lado, super mercado, zara, HM , uma padaria sensacional ao lado,, um café muito legal em frente ao hotel, farmácia. enfim maravilhoso e o preço muito justo.  Room Tip: os apartamentos são um pouco pequenos, portanto aconselho a não levar malas muito grandes";-1;"apartamento";233;244
176;"Ficamos no Ibis Place dItalie em agosto/2011. O quarto é tudo de bom, banheiro todo branquinho, super limpo. Hotel super organizado. Café da manha 7 euros - pães, presunto, queijo, iogurtes, 3 tipos de sucos naturais, quiche de queijo e o melhor de tudo creppe com nuttela. Era um prazer ir tomar o café da manhã.  O Hotel fica muito pertissimo de uma estaçao de metro.";1;"hotel";109;114
177;"O Trump International Las Vegas é o que há de mais luxuoso, acompanhado de excelentes acomodações e serviços.  O ponto alto vai para a suite, além de fornecer uma excelente vista da cidade é extremamente aconchegante, limpa e funcional. O banheiro é impecável, com uma ótima banheira e ótimo chuveiro. Ótima opção para casais e família que buscam fugir de hotéis com cassinos.";1;"família";328;335
178;"Boa localização, limpeza média, bom café da manhã. Jantar no hotel custa caro (e vem pouco). Apartamentos novos, sem carpete (piso madeira laminada) e equipamentos do banheiro funcionam bem, porém banheiro extremamente pequeno.  De qualquer forma eu recomendo este hotel, que está a uns 700m da Torre Eiffel e possui boas opções perto: Mc Donalds, restaurantes, farmácia, supermercado, lojas de roupas, etc.  Ps.: Existe um funcionário na recepção que fala português (Patrick).";1;"hotel";61;66
179;"Hotel fica muito bem localizado, a poucas quadras do Central Park, VICTORIA SECRETS, TIMES SQUARE, 5 AVENIDA , BROADWAY, ótimo atendimento. Chegamos pela manhã, guardamos as nossas malas e retornamos ás 17h, pegamos nossas malas e subimos para o nosso quarto que era espaçoso. Tinha uma mini cozinha. Banheiro bem limpo e espaçoso.  Room Tip: O quarto era bem espaçoso. Nós estavamos em 3, e ficamos muito bem acomodados. Mesmo com cada 1 com...";1;"hotel";0;5
180;"Estive por 12 dias nesse hotel. Quarto pequeno com banheiro grande para os padroes de paris. Staff amigavel, principalmente o Sr. Otavio. Localizacao muito boa, bem central com metro praticamente na esquina. Achei o quarto bem sujinho e durante os 12 dias que estivemos hospedados nao trocaram nossos lençois. Achei isso horrivel!";0;"hotel";25;30
181;"O hotel tem valor acessível levando-se em conta sua localização, a poucos passos do Arco do Triunfo.    Os funcionários foram bem atenciosos e prestativos todos os dias.    Os quartos são bons e limpos. Wi-fi pegava muito bem.    O café da manhã achei fraco, podia ter um pouco mais de variedade. De queijo, por exemplo, só havia um tipo, o que na França é pouco na minha opinião.";1;"quarto";176;182
182;"Adorei o hotel, foi todo reformado os quartos são excelentes, o serviço é ótimo e o atendimento foi demais. Quando cheguei para o chek in às 21:30 não havia quarto disponível com cama King Size, então fui colocado em outro quarto para no outro dia ser alocado no que eu queria, não só fui colocado no quarto que queria como me colocaram no 49º andar e ainda tinha uma mesa de queijos franceses e uma garrafa de vinho com desculpas do gerente, isto sim é profissionalismo.";1;"serviço";64;71
183;"hotel muito bem localizado proximo a praça da bastilha tem restaurantes supermercados e uma feira bem enfrente ao hotel para se locomover tem metrô a poucos passos do hotel o quarto bem espaçosos tem uma mini cozinha banheiro grande   os funcionarios nao sao la muito gentis  Room Tip: todos os apartamentos seguem um mesmo padrao a diferenca apenas no tamanho que pode ser para 2 ou at...";1;"hotel";0;5
184;"Recomendo muito o Hotel Ibis Tour Eiffel Cambronne!!! Fica a uns 10 min a pé da Torre Eiffel e 1 quadra do metro Cambrone!!! Excelente localização!! O quarto é bem limpo, o banheiro é ótimo para nenhum brasileiro ficar preocupado quanto ao banho, cama ótima e a comida do hotel também é boa: café da manhã e jantar que devem ser pagos a parte. Nada para reclamar! Fiu muito bem atendida e voltarei com certeza!";1;"jantar";308;314
185;"Hotel pequeno, sem serviço de quarto, recepção ruim. quarto pequeno, antigo. Ar condicionado caído aos pedaços, banheiro com porta de PVC sem ducha higiênica, toalhas velhas e utensílios de banho horríveis. Acesso aos quartos por escadas. Porta com fechadura à chave. Café da manhã compartilhado com o Hotel Expresso, horrível.";-1;"quarto";30;36
186;"Hotel muito ruim, cheiro de mofo. Já no check-in fui informado que a lavanderia atrasou na entrega de toalhas!! Última opção...";-1;"lavanderia";69;79
187;"O hotel e muito bem localizado confortável com wifi livre e um bom café da manha incluso além de manter a todo momento um espaço com chás café leite chocolate quente o quarto e muito bom boa ducha fica próximo de tudo da para ir andando aos lugares mais interessante da ilha fica entre a 9/8 av bem próximo a time square quando voltar reservarei novamente";1;"hotel";2;7
188;"Hospedei-me em novembro/2012. Gostei muito e sempre que voltar a Paris por lá me hospedarei. EXCELENTE localização, hotel limpo, silencioso, funcionários atenciosos, amáveis, quarto confortável, água sempre quente no banho. O preço - tratando-se de Paris - é muito bom. Recomendo e voltarei a abrigar-me neste hotel na minha próxima ida a Paris, que espero que seja em breve.";1;"localização";103;114
189;"Conheci o hotelpelo Booking.com e foi uma ótima escolha.  Profissionais que falavam inglês e francês.   Café da manhã não apresentou nada demais e preferia comer fora.   Limpeza e gentileza o tempo todo.  Ponto ruim: sem elevador!  Mas amei o ponto em que se localiza e toda a competência dos profissionais!  Room Tip: as suítes de final 1 geralmente são maiores e deixam clientes com família nesses. já os de final 5...";0;"família";385;392
190;"O quarto era antigo, apesar de ter um bom tamanho. Tinha um cheiro estranho. Banheiro espaçoso, porém um pouco velho. Não tinha chuveiro, mas uma banheira com uma ducha de mão. A limpeza não era boa. Não comprei o café da manhã, então não posso opinar sobre. A localização é boa, bem próximo ao metrô. Bem em frente ao hotel tem um restaurante libanês (Assanabel) ótimo.";1;"localização";261;272
191;"Achei o hotel muito bem localizado. O tratamento foi ótimo. Quando cheguei já estavam com as minhas encomendas, que haviam chegado da compra que fiz pela internet. Fiquei no quarto padrão com banheira, que é grande para os padrões de NY! Achei a cama muito confortável e o quarto era limpo. O iPad que fica no quarto ajuda muito, voce pode navegar pela internet através dele. Estava lá durante a passagem do furacão Sandy e me senti segura. Foram superatenciosos. Ficaria lá de novo com certeza!";1;"internet";154;162
192;"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .";0;"shopping";67;75
193;"para brasileiros:    para brasileiros este hotel é excelente, é exatamente ao lado da loja century 21 e a um quarteirão da J&R. perfeito para as compras.     O quarto é amplo e conforável, com boa cama e banheiro. a tv tb é grande.  o ponto negativo são os elevadores, dois estragaram no dia de ir embora e tivemos que esperar por mais de uma hora para descer com as malas.    quanto ao fato de estar em frente a obra do wtc, tem que estar ciente disto antes de reservar";1;"tv";216;218
194;"Fui com uma amiga para Las Vegas e optamos por ficar bem localizadas. O Hotel não é nada bonito por fora, o cassino tb não tem nada demais. Porém, nosso quarto era excelente, duas queens beds bem confortáveis, ar condicionado, banheiro com ótima ducha, bem forte, e limpo. Tem uma maquina de gelo no corredor que ajudou e muito durante nossa estadia!! Se você não estiver procurando o luxo de Vegas, mas não abre mão de preço, conforto e localização esse é um ótimo lugar para ficar.";1;"conforto";427;435
195;"Recomendo muito o Hotel Ibis Tour Eiffel Cambronne!!! Fica a uns 10 min a pé da Torre Eiffel e 1 quadra do metro Cambrone!!! Excelente localização!! O quarto é bem limpo, o banheiro é ótimo para nenhum brasileiro ficar preocupado quanto ao banho, cama ótima e a comida do hotel também é boa: café da manhã e jantar que devem ser pagos a parte. Nada para reclamar! Fiu muito bem atendida e voltarei com certeza!";1;"café da manhã";292;305
196;"Excelente recepção.Quarto grande, bem decorado e higienizado.Um bom atendimento, funcionarios educados e prestativos.Muito bem localizado, perto de varios pontos turisticos, como o Museo do Louvre, bons restaurantes, perto da av.Champs Elysées, etc.Gostei de tudo, atendimento, serviço de quarto, café da manha.A unica coisa que deixou a desejar foi o atendimento no restaurante.";1;"atendimento";68;79
197;"Resumindo,atendimento nao é bom,banheiros bem antigos o chuveiro demora muito pra esquentar.televisao 14 em todos os quartos as fotos realmente enganam.queriam cobrar uma diaria a mais sendo q eu ja tinha deixado tudo pago antes de entrar no hotel,precisa se de um reforma urgente no hotel";-1;"hotel";242;247
198;"Quase em frente ao Jardim de Luxemburgo, e a duas quadras da estação de metrô Luxemburgo.  Banheiro bom, quarto confortável.Bem localizado com preço bom.  Não reserve com café da manhã, é caro. Perto tem umas delis com croissant maravilhoso de manteiga e chocolate quente, e pain au chocolat divino.  A boulevard Saint Michel tem várias lojas, mercados. Tem um mercadinho monoprix quase ao lado do hotel, com vinhos de 3 euros maravilhosos!  Room Tip: Reserve um apartamento com vista para a rua.";1;"preço";143;148
199;"Tem um parque de diversões dentro do hotel. A montanha russa é legal, mas se quiser adrenalina vá a do Hotel Sahara, que fica quase em frente, pois é irada. A localização é excelente e o custo também se comprado com relativa antecedência. O quarto normalmente possui duas camas grandes, padrão americano. O estacionamento é gratuito.";1;"estacionamento";307;321
200;"Lamentável.....simplesmente horrível este hotel! Após passar uma semana em lua de mel em um hotel excelente, eu e minha esposa, chegamos em Poa com a intenção de permanecer em um hotel com um custo razoável, e pelas fotos do site e pelo preço, resolvemos nos hospedar no mesmo. Ao chegar, já a primeira impressão, na recepção, foi ruim, pois além de estar em reforma a aparência era ruim. Ao chegar no quarto a sensação foi de espanto total, o quarto era mto velho, cheio de mofo, as cortinas rasgadas e imundas, a fiação aparecendo no teto, o banheiro podre, inclusive com uma esponja usada pendurada no registro. Chegamos e saímos para o shopping para não precisar permanecer no hotel. Voltamos somente para dormir, tomamos banho com muito cuidado pois tudo era mto insalúbre e a noite malemal dormimos, pois o lugar era macabro e mto sujo. Na manhã seguinte não quisemos nem experimentar o cafe da manha e estávamos com mta coceira em todo o corpo. Como postado em outro comentário, o local deveria realmente ser interditado....quem puder não fique lá....pois não irá se arrepender...é o típico barato que sai caro!";0;"shopping";640;648
201;"O hotel e bom, porém tem um inconveniente grave, poucos elevadores para muitos apartamentos... Resultado: vários minutos de expera para pegar um elevador...  A localização não me agradou, muito boca... Para ser honesto, descobri que a região próxima a Times Square e no geral ruim, ela vai graduativamente melhorando a medida que se aproxima do Central Park, este sim o melhor lugar de NY para ficar.";-1;"localização";160;171
202;"Apesar de possuir quartos pequenos, o hotel é muito charmoso e super bem localizado: a apenas uma quadra do Arco do Triunfo. O café da manhã era muito saboroso, com vários tipos de pães e queijos, além de frutas, iogurte, sucos etc.  A equipe foi cordial e nos auxiliou mais de uma vez quando, por exemplo, solicitamos a reserva em um restaurante ou pedimos dicas e recomendações.";1;"café da manhã";127;140
203;"Excelente Localização, Bem organizado, instalações novas e bem conservadas. Muito bem limpo e confortável. Estive com minha esposa e filhos de 8 e 4 anos, e voltariamos com certeza ao mesmo hotel. Preço um pouco elevado, mas dentro dos padrões normais para NY, e principalmente por sua localização privilegiada. Próximo a estação de metrô, Times Square, Broadway, 5th Av, etc...";1;"hotel";190;195
204;"Um quarto simples, porém limpo. A única crítica real é quanto ao chuveiro, muito colado a parede, pelo menos no quarto em q eu fiquei (516), era complicado tomar banho dessa forma.    Uma sugestão, notei a presença de vários brasileiros no hotel enquanto fiquei hospedado e quero sugerir um canal de televisão em português, a Globo Internacional. Seria muito bom e um atrativo a mais para vocês.";-1;"chuveiro";65;73
205;"Comparando com outros hotéis, o quarto não é tão pequeno. Tem cozinha completa que permite fazer lanches e café da manhã. Para que quiser tomar café no próprio hotel, é o padrão americano, sem muita variedade e quase sempre tem que esperar por um lugar. A localização é segura e perfeita para quem quer proximidade com a Broadway. A limpeza é boa e os funcionários muito atenciosos, se esforçando para falar alguma coisa em português. Com certeza voltarei a este hotel quando for a NY.";1;"funcionários";352;364
206;"Os pontos fortes são ótima localização e atendimento em português pela maioria dos recepcionista. O que desagradou foi o box do chuveiro que, no nosso quarto, era realmente muito pequeno e com cortinas de plástico, ao limite de tornar difícil um banho sem molhar todo o banheiro. Recomendo para brasileiros e sem dúvida retornaria pelas facilidades de locomoção e comunicação.";-1;"chuveiro";128;136
207;"Além de abrirem o meu quarto (mesmo com o sinal de não incomode), quando eu cheguei, a minha porta estava aberta (com todos meus pertences disponível pra quem tivesse interesse em olhar.  Eles pintaram as portas do quarto enquanto eu estava hospedado, logo tive que sentir cheiro de tinta por um tempo.  Fora isso, o hotel é bomzinho.";-1;"quarto";22;28
208;"Estive agora em setembro pela segunda vez neste aconchegante hotel na fronteira entre Quartier Latin e Saint German de Pres. Mesmo com o intervalo de 18 anos entre uma visita e outra, o Hotel manteve o mesmo nível de atendimento e conforto. Banheiro bom, reformado. Pessoal da recepção falando também inglês, localização maravilhosa, no ponto mais charmoso e boêmio de Paris. Recomendo fortemente.";1;"recepção";277;285
209;"Funcionários gentis, quartos novos e limpos (não são enormes, mas coube nossas 4 malas!), internet wi fi de graça, na esquina da rua tem uma estação de metrô e um Starbucks. Todos os dias fomos andando para Times Square (umas 5 quadras). Também dá para ir andando na BH (famosa loja de equipamentos de foto/filmagem), Madson Square e Pen Station.  O Café da manhã servido no hotel, e incluso no valor da diária, é honesto, porém o salão onde é servido é bem pequeno.";1;"funcionários";0;12
210;"Bonito: os móveis e a decoração são de extremo bom gosto, com equipamentos novos e funcionando perfeitamente.  Aconchegante: o quarto, as camas, travesseiros e edredons são um convite ao descanso.  Super bem localizado: perto do melhor da cidade - fazíamos tudo a pé.  Atendimento e serviço nota 10: tudo limpíssimo, sempre arrumado, desde a recepção até o quarto. Atendimento do lobby, concierge e serviço de quarto nota 10!  Não tivemos nenhum problema, não houve do que reclamar. Excelente!";1;"recepção";342;350
211;"O hotel Açores é antigo, mas tem uma ótima relação custo benefício, estando bem no centro de Porto Alegre! Fica próximo à um dos principais pontos turísticos de Porto Alegre, a Casa de Cultura Mário Quintana, lugar muito interessante de se visitar, principalmente o restaurante no andar mais elevado, fica próximo ao shopping Rua da Praia, que não é shopping grande, mas cumpre a finalidade para caixas automáticos, Macdonalds e restaurantes!Café da manhã muito bem variado, com frios e ovos mexidos por exemplo... Bem Central, dá acesso ao coração da Capital Gaúcha, ao Mercado Municipal também, outro importante ponto turístico.";-1;"hotel";2;7
212;"Conheci o Hotel pois fiz um evento no local onde é disponibilizado salas para tal fim. Acabei me hospedando ali mesmo.O Hotel é antigo, tem quantos, novos e antigos,O valor é muito bom, o café da manhã é ótimo, bem sortido, o local é de fácil acesso, fica em frente a rodoviária para quem chega de ônibus e quem precisa vir ou ir ao aeroporto, atravessa a rua e vai de metro até a estação aeroporto. Só não aconselho ir passear ao redor do hotel a pé pois é muito perigoso, mas tem shopping e bem pertinho que o valor de táxi será aproximadamente 10,00 reais, durante o dia é possível ir até o centro conhecer fazendo uma caminhada.";0;"shopping";482;490
213;"Hotel muito requintado,otima localizacao, academia muito boa,transfer para o Wynn e pro Ceasars jah inclusos na taxa de $19,50(resort fee) por dia. Por naum ter cassino o hotel eh muito tranquilo. a resort fee deles inclui: internet,academia,piscina, garrafas de agua a qualquer momento,jornal e os tranfers como citei acima, achei razoavel. Recomendo!";1;"hotel";0;5
214;"Hotel muito apertado. Uma mega escada para ter acesso. Apesar de ser proximo a rodoviaria e do centro. Nao há elevador. O corredor é minusculo, a cozinha também. Foi muito dificil subir com as malas. O cafe da manha é bem fraco!";-1;"corredor";122;130
215;"Padrão Ibis - em todo lugar é bom, simples, sem luxo. Quarto pequeno, banheiro bem pequeno, mas cama confortável e chuveiro quente. Ficamos sem televisão, pois nosso controle remoto estava quebrado e, embora tenhamos reclamado, nada foi feito. Excelente localização, bem próximo a estação Cambronne de metro e ao lado de vários restaurantes gostosos. Sem dúvida uma boa opção para quem quer um lugar confortável e seguro para descanso.";1;"padrão";0;6
216;"Hotel muito bom, bem conservado, próximo de restaurantes, bistrôs e de uma estação de metrô. Os empregados do hotel mostraram-se educados e atenciosos e há disponibilização de wi-fi na recepção.  Ainda, ressalta-se que as informações concedidas pelos recepcionistas foram exatas, e o hotel vende ingresso para os principais museus, o que permite livrar-se de filas ao custo de poucos euros adicionais.";1;"hotel";0;5
